time,P,G(i),H_sun,T2m,WS10m,Int
20160501:0509,48.35,219.41,27.09,23.23,2.62,0.0
20160501:0609,126.45,559.28,39.89,28.77,3.45,0.0
20160501:0709,176.45,787.53,52.45,31.44,4.41,0.0
20160501:0809,209.5,950.01,64.09,33.05,5.03,0.0
20160501:0909,227.36,1037.39,72.55,33.96,5.86,0.0
20160501:1009,231.86,1055.61,72.31,34.19,6.48,0.0
20160501:1109,218.47,982.16,63.6,33.64,6.97,0.0
20160501:1209,190.46,840.74,51.9,32.29,7.17,0.0
20160501:1309,144.91,632.22,39.32,30.47,6.62,0.0
20160501:1409,87.85,392.42,26.51,28.48,6.21,0.0
20160501:1509,29.0,157.55,13.77,26.16,5.66,0.0
20160501:1609,0.0,0.0,0.0,23.73,4.76,0.0
20160501:1709,0.0,0.0,0.0,21.73,4.14,0.0
20160501:1809,0.0,0.0,0.0,20.31,3.79,0.0
20160501:1909,0.0,0.0,0.0,18.92,3.45,0.0
20160501:2009,0.0,0.0,0.0,18.13,3.38,0.0
20160501:2109,0.0,0.0,0.0,17.63,3.45,0.0
20160501:2209,0.0,0.0,0.0,17.3,3.24,0.0
20160501:2309,0.0,0.0,0.0,17.1,2.76,0.0
20160502:0009,0.0,0.0,0.0,16.71,2.69,0.0
20160502:0109,0.0,0.0,0.0,16.32,2.62,0.0
20160502:0209,0.0,0.0,0.0,15.86,2.28,0.0
20160502:0309,0.0,0.92,2.03,15.34,2.14,0.0
20160502:0409,18.59,93.6,14.51,15.73,1.72,0.0
20160502:0509,68.97,307.16,27.26,18.02,2.0,0.0
20160502:0609,134.5,577.84,40.06,20.44,2.0,0.0
20160502:0709,181.41,794.45,52.63,22.17,1.86,0.0
20160502:0809,211.28,953.5,64.31,24.18,1.79,0.0
20160502:0909,226.58,1041.07,72.84,25.99,2.0,0.0
20160502:1009,228.49,1047.89,72.58,27.49,2.62,0.0
20160502:1109,215.52,975.47,63.78,28.59,3.31,0.0
20160502:1209,186.98,834.12,52.03,29.14,3.52,0.0
20160502:1309,143.61,630.17,39.43,29.28,4.34,0.0
20160502:1409,93.03,416.37,26.63,28.28,5.31,0.0
20160502:1509,28.53,154.4,13.89,26.14,5.72,0.0
20160502:1609,0.0,0.0,0.0,23.56,4.62,0.0
20160502:1709,0.0,0.0,0.0,21.73,3.45,0.0
20160502:1809,0.0,0.0,0.0,20.82,2.21,0.0
20160502:1909,0.0,0.0,0.0,20.18,1.59,0.0
20160502:2009,0.0,0.0,0.0,19.62,1.17,0.0
20160502:2109,0.0,0.0,0.0,19.04,0.48,0.0
20160502:2209,0.0,0.0,0.0,18.49,0.76,0.0
20160502:2309,0.0,0.0,0.0,17.68,1.38,0.0
20160503:0009,0.0,0.0,0.0,17.17,1.72,0.0
20160503:0109,0.0,0.0,0.0,16.99,2.07,0.0
20160503:0209,0.0,0.0,0.0,16.71,2.21,0.0
20160503:0309,0.3,8.26,2.21,16.57,2.48,0.0
20160503:0409,10.42,58.16,14.68,17.45,2.14,0.0
20160503:0509,8.69,51.48,27.42,21.71,1.79,0.0
20160503:0609,24.25,120.13,40.23,26.5,1.86,0.0
20160503:0709,0.0,0.0,0.0,28.99,3.66,0.0
20160503:0809,187.69,849.41,64.53,30.68,3.38,0.0
20160503:0909,204.58,946.55,73.13,32.42,3.1,0.0
20160503:1009,202.97,951.15,72.84,33.86,2.76,0.0
20160503:1109,183.15,866.32,63.95,34.83,1.79,0.0
20160503:1209,100.5,471.79,52.16,35.23,0.28,0.0
20160503:1309,81.6,378.93,39.55,35.06,1.17,0.0
20160503:1409,54.15,256.16,26.74,34.61,2.21,0.0
20160503:1509,16.73,92.26,14.01,33.67,3.31,0.0
20160503:1609,0.0,0.92,1.56,31.51,3.59,0.0
20160503:1709,0.0,0.0,0.0,29.26,3.66,0.0
20160503:1809,0.0,0.0,0.0,27.63,2.76,0.0
20160503:1909,0.0,0.0,0.0,23.99,4.07,0.0
20160503:2009,0.0,0.0,0.0,22.37,3.31,0.0
20160503:2109,0.0,0.0,0.0,21.67,0.9,0.0
20160503:2209,0.0,0.0,0.0,21.51,2.34,0.0
20160503:2309,0.0,0.0,0.0,21.24,2.28,0.0
20160504:0009,0.0,0.0,0.0,20.42,4.0,0.0
20160504:0109,0.0,0.0,0.0,18.16,5.86,0.0
20160504:0209,0.0,0.0,0.0,17.58,5.31,0.0
20160504:0309,0.0,0.92,2.38,17.5,5.03,0.0
20160504:0409,1.7,17.16,14.84,17.74,4.76,0.0
20160504:0509,45.23,200.68,27.58,18.45,4.41,0.0
20160504:0609,114.01,480.65,40.38,19.55,4.14,0.0
20160504:0709,0.0,0.0,0.0,20.88,4.62,0.0
20160504:0809,215.99,927.82,64.74,22.36,4.97,0.0
20160504:0909,231.86,1005.93,73.41,23.59,5.45,0.0
20160504:1009,186.3,802.21,73.09,24.37,5.79,0.0
20160504:1109,150.69,645.26,64.12,24.64,6.0,0.0
20160504:1209,167.52,713.99,52.29,24.27,5.93,0.0
20160504:1309,129.87,551.22,39.66,23.5,5.45,0.0
20160504:1409,56.89,251.64,26.85,22.58,4.97,0.0
20160504:1509,20.85,106.31,14.13,21.63,4.48,0.0
20160504:1609,0.0,1.83,1.69,20.63,3.66,0.0
20160504:1709,0.0,0.0,0.0,19.86,2.83,0.0
20160504:1809,0.0,0.0,0.0,19.37,2.28,0.0
20160504:1909,0.0,0.0,0.0,18.5,1.66,0.0
20160504:2009,0.0,0.0,0.0,17.95,1.38,0.0
20160504:2109,0.0,0.0,0.0,17.29,0.9,0.0
20160504:2209,0.0,0.0,0.0,16.83,0.62,0.0
20160504:2309,0.0,0.0,0.0,16.02,0.76,0.0
20160505:0009,0.0,0.0,0.0,15.26,0.83,0.0
20160505:0109,0.0,0.0,0.0,15.53,0.41,0.0
20160505:0209,0.0,0.0,0.0,15.34,0.21,0.0
20160505:0309,0.83,11.93,2.55,15.08,0.55,0.0
20160505:0409,18.23,114.17,15.0,15.53,0.55,0.0
20160505:0509,77.51,352.18,27.73,17.91,1.03,0.0
20160505:0609,139.4,600.86,40.54,20.37,1.79,0.0
20160505:0709,187.66,812.62,53.15,22.08,2.9,0.0
20160505:0809,219.66,968.54,64.95,23.54,3.31,0.0
20160505:0909,237.66,1061.4,73.68,24.79,3.66,0.0
20160505:1009,238.34,1068.67,73.35,25.72,3.79,0.0
20160505:1109,221.75,989.29,64.29,26.34,3.72,0.0
20160505:1209,186.52,818.25,52.41,26.65,4.0,0.0
20160505:1309,96.98,422.03,39.78,26.44,4.55,0.0
20160505:1409,96.79,428.12,26.96,25.49,4.9,0.0
20160505:1509,29.19,154.04,14.24,24.06,4.69,0.0
20160505:1609,0.06,6.42,1.82,22.56,3.86,0.0
20160505:1709,0.0,0.0,0.0,21.24,2.55,0.0
20160505:1809,0.0,0.0,0.0,20.54,1.86,0.0
20160505:1909,0.0,0.0,0.0,20.52,2.9,0.0
20160505:2009,0.0,0.0,0.0,20.06,3.1,0.0
20160505:2109,0.0,0.0,0.0,19.07,2.34,0.0
20160505:2209,0.0,0.0,0.0,17.7,1.72,0.0
20160505:2309,0.0,0.0,0.0,16.75,2.07,0.0
20160506:0009,0.0,0.0,0.0,15.93,2.07,0.0
20160506:0109,0.0,0.0,0.0,15.43,2.55,0.0
20160506:0209,0.0,0.0,0.0,15.04,2.69,0.0
20160506:0309,0.0,4.59,2.72,15.13,2.28,0.0
20160506:0409,20.24,100.62,15.15,15.89,2.62,0.0
20160506:0509,43.3,192.07,27.87,17.21,3.38,0.0
20160506:0609,137.6,577.68,40.69,18.77,4.0,0.0
20160506:0709,177.27,744.82,53.31,20.41,5.17,0.0
20160506:0809,143.05,604.92,65.14,21.47,5.45,0.0
20160506:0909,132.15,562.06,73.95,22.62,5.72,0.0
20160506:1009,198.04,850.09,73.6,23.38,5.86,0.0
20160506:1109,190.75,815.97,64.45,23.53,5.93,0.0
20160506:1209,180.26,766.47,52.54,23.74,6.07,0.0
20160506:1309,130.4,551.37,39.89,23.37,6.28,0.0
20160506:1409,61.2,268.7,27.07,22.33,5.93,0.0
20160506:1509,31.01,166.37,14.36,21.18,5.24,0.0
20160506:1609,0.07,6.42,1.96,19.89,4.21,0.0
20160506:1709,0.0,0.0,0.0,18.77,2.97,0.0
20160506:1809,0.0,0.0,0.0,18.2,2.48,0.0
20160506:1909,0.0,0.0,0.0,17.41,2.69,0.0
20160506:2009,0.0,0.0,0.0,16.85,2.21,0.0
20160506:2109,0.0,0.0,0.0,16.37,1.72,0.0
20160506:2209,0.0,0.0,0.0,16.08,1.03,0.0
20160506:2309,0.0,0.0,0.0,15.72,0.9,0.0
20160507:0009,0.0,0.0,0.0,15.27,1.03,0.0
20160507:0109,0.0,0.0,0.0,14.65,1.17,0.0
20160507:0209,0.0,0.0,0.0,14.0,1.24,0.0
20160507:0309,0.0,1.83,2.88,13.74,1.45,0.0
20160507:0409,2.62,21.93,15.3,14.54,1.38,0.0
20160507:0509,71.62,316.75,28.02,16.8,2.14,0.0
20160507:0609,127.65,539.54,40.83,18.48,2.76,0.0
20160507:0709,164.36,700.91,53.47,20.41,3.1,0.0
20160507:0809,183.48,790.89,65.34,21.38,3.38,0.0
20160507:0909,198.02,860.69,74.22,22.67,3.86,0.0
20160507:1009,200.21,867.72,73.84,23.1,4.48,0.0
20160507:1109,207.33,895.99,64.61,23.55,4.97,0.0
20160507:1209,180.03,766.79,52.66,23.32,5.45,0.0
20160507:1309,147.05,620.01,40.0,22.84,6.0,0.0
20160507:1409,90.76,393.45,27.18,21.88,5.79,0.0
20160507:1509,30.83,163.79,14.48,20.74,5.24,0.0
20160507:1609,0.29,8.26,2.09,19.47,4.76,0.0
20160507:1709,0.0,0.0,0.0,18.31,4.0,0.0
20160507:1809,0.0,0.0,0.0,17.41,3.03,0.0
20160507:1909,0.0,0.0,0.0,16.71,2.76,0.0
20160507:2009,0.0,0.0,0.0,16.22,2.14,0.0
20160507:2109,0.0,0.0,0.0,15.86,1.72,0.0
20160507:2209,0.0,0.0,0.0,15.01,1.24,0.0
20160507:2309,0.0,0.0,0.0,14.95,0.9,0.0
20160508:0009,0.0,0.0,0.0,14.82,0.83,0.0
20160508:0109,0.0,0.0,0.0,13.68,1.24,0.0
20160508:0209,0.0,0.0,0.0,13.03,1.31,0.0
20160508:0309,0.0,1.83,3.04,12.63,1.38,0.0
20160508:0409,13.8,71.76,15.44,13.86,0.97,0.0
20160508:0509,66.27,293.21,28.15,16.72,0.55,0.0
20160508:0609,59.55,261.32,40.97,18.71,0.28,0.0
20160508:0709,124.24,541.61,53.62,20.45,0.55,0.0
20160508:0809,211.55,956.96,65.52,21.91,1.1,0.0
20160508:0909,226.22,1042.39,74.48,23.2,1.17,0.0
20160508:1009,229.61,1055.45,74.08,24.35,1.66,0.0
20160508:1109,217.4,982.44,64.77,25.23,2.28,0.0
20160508:1209,190.18,840.57,52.78,25.65,2.83,0.0
20160508:1309,145.88,633.51,40.11,25.59,3.31,0.0
20160508:1409,90.41,400.33,27.29,24.91,4.0,0.0
20160508:1509,31.47,172.18,14.6,23.44,4.76,0.0
20160508:1609,0.28,8.26,2.22,21.3,4.76,0.0
20160508:1709,0.0,0.0,0.0,19.47,3.79,0.0
20160508:1809,0.0,0.0,0.0,18.44,2.76,0.0
20160508:1909,0.0,0.0,0.0,17.66,2.48,0.0
20160508:2009,0.0,0.0,0.0,17.1,1.31,0.0
20160508:2109,0.0,0.0,0.0,16.51,0.69,0.0
20160508:2209,0.0,0.0,0.0,16.01,0.76,0.0
20160508:2309,0.0,0.0,0.0,15.3,1.17,0.0
20160509:0009,0.0,0.0,0.0,14.69,1.59,0.0
20160509:0109,0.0,0.0,0.0,14.24,1.72,0.0
20160509:0209,0.0,0.0,0.0,13.99,1.66,0.0
20160509:0309,1.46,15.6,3.19,13.62,1.72,0.0
20160509:0409,23.13,121.79,15.58,14.5,1.66,0.0
20160509:0509,71.92,322.82,28.29,18.59,1.66,0.0
20160509:0609,97.26,420.15,41.1,21.27,1.79,0.0
20160509:0709,170.14,750.96,53.77,23.97,1.72,0.0
20160509:0809,53.74,244.07,65.7,25.86,1.24,0.0
20160509:0909,102.27,455.97,74.73,27.53,1.86,0.0
20160509:1009,140.93,627.03,74.32,29.03,3.45,0.0
20160509:1109,197.96,885.08,64.93,29.67,4.41,0.0
20160509:1209,187.57,827.1,52.9,29.45,4.97,0.0
20160509:1309,148.98,649.65,40.22,28.95,5.24,0.0
20160509:1409,86.43,386.73,27.4,27.69,4.9,0.0
20160509:1509,30.86,170.79,14.72,26.22,4.14,0.0
20160509:1609,0.0,5.5,2.35,24.6,3.38,0.0
20160509:1709,0.0,0.0,0.0,22.88,2.62,0.0
20160509:1809,0.0,0.0,0.0,21.68,1.93,0.0
20160509:1909,0.0,0.0,0.0,20.16,1.52,0.0
20160509:2009,0.0,0.0,0.0,19.55,1.24,0.0
20160509:2109,0.0,0.0,0.0,18.72,1.17,0.0
20160509:2209,0.0,0.0,0.0,17.99,1.24,0.0
20160509:2309,0.0,0.0,0.0,17.39,1.38,0.0
20160510:0009,0.0,0.0,0.0,16.85,1.45,0.0
20160510:0109,0.0,0.0,0.0,16.38,1.59,0.0
20160510:0209,0.0,0.0,0.0,15.81,1.66,0.0
20160510:0309,0.0,2.75,3.34,15.28,1.72,0.0
20160510:0409,15.68,80.33,15.72,16.33,1.24,0.0
20160510:0509,68.31,305.19,28.41,19.12,1.24,0.0
20160510:0609,127.97,555.33,41.23,22.14,1.79,0.0
20160510:0709,159.43,700.68,53.9,24.69,2.21,0.0
20160510:0809,201.56,905.04,65.88,26.29,2.55,0.0
20160510:0909,222.93,1006.58,74.97,27.5,3.45,0.0
20160510:1009,203.51,908.43,74.55,28.2,4.28,0.0
20160510:1109,216.04,958.49,65.08,28.5,5.1,0.0
20160510:1209,191.4,834.33,53.02,28.19,5.79,0.0
20160510:1309,147.11,632.8,40.32,27.27,6.34,0.0
20160510:1409,90.25,398.32,27.51,25.82,6.41,0.0
20160510:1509,30.85,166.57,14.83,24.02,6.0,0.0
20160510:1609,0.66,11.01,2.48,22.0,4.97,0.0
20160510:1709,0.0,0.0,0.0,20.26,3.93,0.0
20160510:1809,0.0,0.0,0.0,19.08,3.1,0.0
20160510:1909,0.0,0.0,0.0,17.93,2.83,0.0
20160510:2009,0.0,0.0,0.0,17.21,2.41,0.0
20160510:2109,0.0,0.0,0.0,16.57,1.86,0.0
20160510:2209,0.0,0.0,0.0,15.9,1.31,0.0
20160510:2309,0.0,0.0,0.0,15.2,0.97,0.0
20160511:0009,0.0,0.0,0.0,14.8,0.83,0.0
20160511:0109,0.0,0.0,0.0,14.62,0.83,0.0
20160511:0209,0.0,0.0,0.0,14.5,1.03,0.0
20160511:0309,0.0,2.75,3.48,14.6,1.31,0.0
20160511:0409,21.43,105.26,15.85,15.58,2.14,0.0
20160511:0509,62.61,273.39,28.54,16.99,2.69,0.0
20160511:0609,126.06,535.06,41.35,18.64,2.34,0.0
20160511:0709,182.22,785.29,54.04,20.1,2.28,0.0
20160511:0809,214.8,952.87,66.04,21.88,2.14,0.0
20160511:0909,231.99,1043.95,75.22,23.64,2.55,0.0
20160511:1009,234.02,1049.93,74.77,25.07,3.31,0.0
20160511:1109,220.32,977.0,65.23,26.07,4.0,0.0
20160511:1209,193.29,842.54,53.14,26.45,4.69,0.0
20160511:1309,147.86,636.01,40.43,26.13,5.24,0.0
20160511:1409,90.47,398.87,27.62,25.1,5.52,0.0
20160511:1509,31.81,173.49,14.95,23.63,5.1,0.0
20160511:1609,0.8,11.93,2.61,21.9,4.21,0.0
20160511:1709,0.0,0.0,0.0,20.37,3.1,0.0
20160511:1809,0.0,0.0,0.0,19.31,2.28,0.0
20160511:1909,0.0,0.0,0.0,18.08,2.28,0.0
20160511:2009,0.0,0.0,0.0,17.32,1.38,0.0
20160511:2109,0.0,0.0,0.0,16.53,0.83,0.0
20160511:2209,0.0,0.0,0.0,15.79,0.69,0.0
20160511:2309,0.0,0.0,0.0,15.18,0.76,0.0
20160512:0009,0.0,0.0,0.0,14.84,0.69,0.0
20160512:0109,0.0,0.0,0.0,14.65,0.76,0.0
20160512:0209,0.0,0.0,0.0,14.4,0.76,0.0
20160512:0309,0.0,2.75,3.62,14.2,0.76,0.0
20160512:0409,11.2,61.02,15.98,14.97,0.69,0.0
20160512:0509,67.19,295.94,28.66,17.2,1.52,0.0
20160512:0609,133.35,585.37,41.47,19.38,0.0,0.0
20160512:0709,176.94,799.04,54.17,21.24,0.0,0.0
20160512:0809,212.39,960.18,66.2,23.11,1.45,0.0
20160512:0909,226.21,1040.85,75.45,24.99,1.66,0.0
20160512:1009,227.11,1047.83,75.0,26.58,2.0,0.0
20160512:1109,214.09,974.93,65.38,27.76,2.55,0.0
20160512:1209,186.77,835.45,53.25,28.44,2.97,0.0
20160512:1309,145.47,641.12,40.54,28.58,3.38,0.0
20160512:1409,89.45,401.87,27.73,27.98,4.28,0.0
20160512:1509,30.67,167.83,15.07,26.22,4.97,0.0
20160512:1609,0.92,12.84,2.74,23.8,4.41,0.0
20160512:1709,0.0,0.0,0.0,21.76,3.31,0.0
20160512:1809,0.0,0.0,0.0,20.61,2.28,0.0
20160512:1909,0.0,0.0,0.0,19.84,1.24,0.0
20160512:2009,0.0,0.0,0.0,19.17,0.83,0.0
20160512:2109,0.0,0.0,0.0,18.48,0.41,0.0
20160512:2209,0.0,0.0,0.0,18.11,0.28,0.0
20160512:2309,0.0,0.0,0.0,17.22,0.76,0.0
20160513:0009,0.0,0.0,0.0,15.72,1.38,0.0
20160513:0109,0.0,0.0,0.0,15.17,1.79,0.0
20160513:0209,0.0,0.0,0.0,14.81,1.93,0.0
20160513:0309,0.56,10.09,3.76,14.58,2.0,0.0
20160513:0409,23.62,124.32,16.1,16.02,1.66,0.0
20160513:0509,72.19,329.19,28.77,20.83,1.31,0.0
20160513:0609,72.32,321.48,41.58,24.79,1.24,0.0
20160513:0709,140.96,637.14,54.29,26.82,0.62,0.0
20160513:0809,187.66,880.8,66.36,28.54,0.55,0.0
20160513:0909,165.51,769.17,75.68,30.06,0.97,0.0
20160513:1009,216.02,1033.61,75.21,31.37,1.31,0.0
20160513:1109,202.9,950.48,65.52,32.36,2.07,0.0
20160513:1209,179.86,823.34,53.37,32.95,2.83,0.0
20160513:1309,141.51,635.35,40.64,32.99,3.79,0.0
20160513:1409,87.69,402.12,27.83,32.2,4.48,0.0
20160513:1509,29.27,161.4,15.18,30.67,4.55,0.0
20160513:1609,0.89,12.84,2.87,28.79,3.52,0.0
20160513:1709,0.0,0.0,0.0,27.04,2.21,0.0
20160513:1809,0.0,0.0,0.0,26.19,1.24,0.0
20160513:1909,0.0,0.0,0.0,25.4,0.83,0.0
20160513:2009,0.0,0.0,0.0,24.45,0.97,0.0
20160513:2109,0.0,0.0,0.0,23.57,1.31,0.0
20160513:2209,0.0,0.0,0.0,22.73,1.59,0.0
20160513:2309,0.0,0.0,0.0,22.02,1.86,0.0
20160514:0009,0.0,0.0,0.0,21.54,2.14,0.0
20160514:0109,0.0,0.0,0.0,21.38,2.34,0.0
20160514:0209,0.0,0.0,0.0,21.28,2.55,0.0
20160514:0309,1.08,13.76,3.89,21.33,2.69,0.0
20160514:0409,23.72,121.74,16.21,22.17,2.41,0.0
20160514:0509,67.64,313.16,28.88,26.22,2.14,0.0
20160514:0609,121.06,543.94,41.69,30.83,2.69,0.0
20160514:0709,162.29,746.01,54.4,32.94,2.0,0.0
20160514:0809,187.22,900.03,66.51,34.4,0.9,0.0
20160514:0909,200.12,995.48,75.9,35.66,0.41,0.0
20160514:1009,199.19,1012.46,75.43,36.75,0.0,0.0
20160514:1109,192.54,947.49,65.66,37.57,0.9,0.0
20160514:1209,172.6,815.37,53.48,38.09,2.34,0.0
20160514:1309,133.57,614.92,40.75,37.91,3.66,0.0
20160514:1409,82.3,387.29,27.94,37.14,4.28,0.0
20160514:1509,28.38,160.28,15.3,35.8,4.76,0.0
20160514:1609,1.14,14.68,3.0,33.82,4.28,0.0
20160514:1709,0.0,0.0,0.0,31.8,3.79,0.0
20160514:1809,0.0,0.0,0.0,30.67,3.52,0.0
20160514:1909,0.0,0.0,0.0,30.27,4.0,0.0
20160514:2009,0.0,0.0,0.0,29.79,3.86,0.0
20160514:2109,0.0,0.0,0.0,29.15,3.59,0.0
20160514:2209,0.0,0.0,0.0,28.42,3.31,0.0
20160514:2309,0.0,0.0,0.0,27.66,3.03,0.0
20160515:0009,0.0,0.0,0.0,26.84,2.9,0.0
20160515:0109,0.0,0.0,0.0,26.11,2.76,0.0
20160515:0209,0.0,0.0,0.0,25.25,2.76,0.0
20160515:0309,0.0,2.75,4.01,24.44,2.76,0.0
20160515:0409,23.38,122.07,16.33,25.01,2.28,0.0
20160515:0509,68.02,320.45,28.98,28.77,1.72,0.0
20160515:0609,121.54,552.36,41.79,33.05,2.69,0.0
20160515:0709,164.68,749.97,54.51,35.55,4.28,0.0
20160515:0809,194.96,900.51,66.65,37.13,4.9,0.0
20160515:0909,210.02,985.19,76.11,38.42,4.83,0.0
20160515:1009,210.73,1001.73,75.64,39.48,4.21,0.0
20160515:1109,197.03,941.64,65.8,40.22,3.45,0.0
20160515:1209,170.78,815.62,53.59,40.67,2.55,0.0
20160515:1309,127.81,609.57,40.85,40.8,1.52,0.0
20160515:1409,80.79,396.79,28.05,40.58,0.41,0.0
20160515:1509,24.65,137.1,15.41,39.84,1.79,0.0
20160515:1609,0.83,12.84,3.13,37.89,3.38,0.0
20160515:1709,0.0,0.0,0.0,35.26,4.0,0.0
20160515:1809,0.0,0.0,0.0,33.59,3.52,0.0
20160515:1909,0.0,0.0,0.0,31.54,3.52,0.0
20160515:2009,0.0,0.0,0.0,30.47,3.31,0.0
20160515:2109,0.0,0.0,0.0,29.36,2.69,0.0
20160515:2209,0.0,0.0,0.0,27.88,1.93,0.0
20160515:2309,0.0,0.0,0.0,28.08,0.97,0.0
20160516:0009,0.0,0.0,0.0,27.53,0.48,0.0
20160516:0109,0.0,0.0,0.0,26.64,0.55,0.0
20160516:0209,0.0,0.0,0.0,26.03,1.1,0.0
20160516:0309,1.52,16.51,4.13,24.16,1.72,0.0
20160516:0409,23.66,126.75,16.43,24.51,1.79,0.0
20160516:0509,68.05,320.31,29.08,28.48,1.45,0.0
20160516:0609,119.38,549.75,41.89,33.49,1.52,0.0
20160516:0709,158.61,753.03,54.62,34.76,0.62,0.0
20160516:0809,187.06,912.7,66.78,36.89,0.9,0.0
20160516:0909,200.78,998.98,76.32,38.55,1.03,0.0
20160516:1009,204.09,1021.83,75.84,39.72,1.17,0.0
20160516:1109,196.41,961.01,65.94,40.32,2.0,0.0
20160516:1209,173.49,823.94,53.7,40.56,3.03,0.0
20160516:1309,135.31,625.53,40.95,39.81,4.55,0.0
20160516:1409,84.12,395.74,28.15,38.0,5.59,0.0
20160516:1509,29.27,165.59,15.52,35.14,5.66,0.0
20160516:1609,1.45,16.51,3.25,31.5,4.9,0.0
20160516:1709,0.0,0.0,0.0,29.0,3.45,0.0
20160516:1809,0.0,0.0,0.0,28.1,2.28,0.0
20160516:1909,0.0,0.0,0.0,26.62,3.1,0.0
20160516:2009,0.0,0.0,0.0,25.1,3.31,0.0
20160516:2109,0.0,0.0,0.0,23.81,3.45,0.0
20160516:2209,0.0,0.0,0.0,22.87,3.38,0.0
20160516:2309,0.0,0.0,0.0,22.12,3.38,0.0
20160517:0009,0.0,0.0,0.0,21.61,3.17,0.0
20160517:0109,0.0,0.0,0.0,20.63,2.76,0.0
20160517:0209,0.0,0.0,0.0,20.11,2.28,0.0
20160517:0309,0.0,3.67,4.25,19.71,1.86,0.0
20160517:0409,19.51,98.29,16.54,20.27,1.79,0.0
20160517:0509,67.9,306.1,29.18,21.88,2.48,0.0
20160517:0609,123.38,534.77,41.98,23.85,2.9,0.0
20160517:0709,170.29,741.06,54.72,25.9,3.86,0.0
20160517:0809,203.08,898.91,66.91,27.55,4.21,0.0
20160517:0909,220.8,988.32,76.52,28.86,4.62,0.0
20160517:1009,224.23,1005.02,76.04,29.75,5.1,0.0
20160517:1109,212.39,945.06,66.07,30.09,5.45,0.0
20160517:1209,182.43,801.19,53.81,29.91,5.66,0.0
20160517:1309,139.75,608.52,41.05,29.2,5.72,0.0
20160517:1409,85.88,384.99,28.26,28.27,5.52,0.0
20160517:1509,31.38,173.02,15.63,26.9,5.24,0.0
20160517:1609,1.66,17.43,3.38,25.01,4.9,0.0
20160517:1709,0.0,0.0,0.0,22.97,4.48,0.0
20160517:1809,0.0,0.0,0.0,21.55,3.86,0.0
20160517:1909,0.0,0.0,0.0,20.52,2.76,0.0
20160517:2009,0.0,0.0,0.0,19.86,2.0,0.0
20160517:2109,0.0,0.0,0.0,19.43,1.72,0.0
20160517:2209,0.0,0.0,0.0,18.93,1.66,0.0
20160517:2309,0.0,0.0,0.0,18.41,2.07,0.0
20160518:0009,0.0,0.0,0.0,17.81,2.14,0.0
20160518:0109,0.0,0.0,0.0,17.47,2.21,0.0
20160518:0209,0.0,0.0,0.0,17.28,2.34,0.0
20160518:0309,0.08,6.42,4.36,16.96,2.41,0.0
20160518:0409,20.74,102.27,16.63,17.56,2.62,0.0
20160518:0509,65.57,288.55,29.27,18.64,2.83,0.0
20160518:0609,127.89,544.1,42.07,20.12,3.03,0.0
20160518:0709,110.78,473.23,54.81,22.05,4.0,0.0
20160518:0809,208.27,901.97,67.03,23.42,4.48,0.0
20160518:0909,212.68,927.49,76.72,24.76,5.03,0.0
20160518:1009,227.9,997.77,76.24,25.59,5.52,0.0
20160518:1109,219.61,954.62,66.2,25.73,5.86,0.0
20160518:1209,188.99,809.77,53.92,25.43,6.28,0.0
20160518:1309,145.03,616.1,41.15,24.67,6.41,0.0
20160518:1409,90.23,394.01,28.36,23.54,6.41,0.0
20160518:1509,32.23,170.32,15.75,22.08,6.0,0.0
20160518:1609,1.24,14.68,3.5,20.5,5.1,0.0
20160518:1709,0.0,0.0,0.0,19.13,4.0,0.0
20160518:1809,0.0,0.0,0.0,18.14,3.1,0.0
20160518:1909,0.0,0.0,0.0,17.3,2.97,0.0
20160518:2009,0.0,0.0,0.0,16.86,2.28,0.0
20160518:2109,0.0,0.0,0.0,16.38,1.38,0.0
20160518:2209,0.0,0.0,0.0,15.9,1.03,0.0
20160518:2309,0.0,0.0,0.0,15.57,1.03,0.0
20160519:0009,0.0,0.0,0.0,15.16,1.1,0.0
20160519:0109,0.0,0.0,0.0,15.1,1.31,0.0
20160519:0209,0.0,0.0,0.0,14.96,1.45,0.0
20160519:0309,2.46,21.1,4.46,14.52,1.52,0.0
20160519:0409,22.89,127.72,16.73,15.54,1.59,0.0
20160519:0509,76.44,342.81,29.35,17.06,1.93,0.0
20160519:0609,117.46,500.97,42.15,18.75,1.86,0.0
20160519:0709,173.7,748.4,54.9,20.49,2.34,0.0
20160519:0809,212.91,936.94,67.15,22.18,2.69,0.0
20160519:0909,231.71,1030.73,76.91,23.62,3.24,0.0
20160519:1009,233.53,1037.61,76.43,24.89,3.93,0.0
20160519:1109,222.03,976.88,66.33,25.74,4.62,0.0
20160519:1209,192.64,834.02,54.02,25.98,5.24,0.0
20160519:1309,148.61,635.89,41.25,25.53,5.79,0.0
20160519:1409,92.45,405.9,28.46,24.42,6.0,0.0
20160519:1509,32.68,173.79,15.86,23.05,5.72,0.0
20160519:1609,1.86,18.35,3.63,21.4,5.1,0.0
20160519:1709,0.0,0.0,0.0,19.88,4.21,0.0
20160519:1809,0.0,0.0,0.0,18.75,3.38,0.0
20160519:1909,0.0,0.0,0.0,17.68,3.17,0.0
20160519:2009,0.0,0.0,0.0,17.0,2.62,0.0
20160519:2109,0.0,0.0,0.0,16.54,2.0,0.0
20160519:2209,0.0,0.0,0.0,16.1,1.31,0.0
